title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
In the Year of our Lord,-not sold-,"$30,000","$40,000",Signed on Reverse,"54.00"" x 60.00""",1984,Oil / Canvas,170,"Christie's New York, Rockefeller Center",11/03/1994
We Played House Together,-not sold-,"$50,000","$70,000",Signed on Reverse,"48.00"" x 48.00""",1988,Mixed Media / Canvas,181,"Christie's New York, Rockefeller Center",11/03/1994
Girls,"$16,100","$15,000","$20,000",Signed,"38.60"" x 60.00""",1982,Chalk / Paper,236,"Christie's New York, Rockefeller Center",11/03/1994
Trademark 2,"$16,100","$20,000","$30,000",Signed,"8.70"" x 13.50""",1962,Mixed Media / Paper,141,Sotheby's New York,11/02/1994
Jelly,"$10,350","$12,000","$15,000",Signed,"11.50"" x 29.00""",1971,Mixed Media / Paper,221,Sotheby's New York,11/02/1994
Sea of Desire,-not sold-,"$15,000","$20,000",Signed on Reverse,"20.00"" x 23.70""",1973,Mixed Media / Cloth,232,Sotheby's New York,11/02/1994
White Shadow,"$21,850","$20,000","$25,000",Signed,"60.00"" x 39.50""",1985,Pastel / Paper,335,Sotheby's New York,11/02/1994
Era Ends,"$65,750","$50,000","$70,000",Signed on Reverse,"64.00"" x 64.00""",1986,Oil / Canvas,347,Sotheby's New York,11/02/1994
Untitled (Dish),-not sold-,"$25,000","$35,000",Signed,"40.00"" x 60.00""",1985,Acrylic / Paper,350,Sotheby's New York,11/02/1994
Trashy Fish,"$8,630","$6,000","$8,000",Signed Initials,"7.50"" x 28.20""",1973,Mixed Media / Paper,172,"Christie's New York, ""East""",11/01/1994
Cheese Paper,"$10,930","$10,000","$15,000",Unavailable,"22.50"" x 27.50""",1975,Mixed Media / Paper,177,Sotheby's New York,05/05/1994
Radar,"$9,200","$10,000","$15,000",Signed,"22.00"" x 28.00""",1976,Mixed Media / Paper,200,Sotheby's New York,05/05/1994
Sea of Desire,-not sold-,"$25,000","$30,000",Unavailable,"20.00"" x 23.70""",1973,Mixed Media / Cloth,209,Sotheby's New York,05/05/1994
Carolina,-not sold-,"$25,000","$35,000",Unavailable,"60.00"" x 40.00""",1986,Mixed Media / Paper,301,Sotheby's New York,05/05/1994
Murder,"$9,200","$10,000","$15,000",Signed,"23.00"" x 29.00""",1974,Mixed Media / Paper,292,"Christie's New York, Rockefeller Center",05/04/1994
Heaven,-not sold-,"$60,000","$80,000",Signed on Reverse,"59.50"" x 146.00""",1986,Oil / Canvas,315,"Christie's New York, Rockefeller Center",05/04/1994
Reef,-not sold-,"$8,000","$10,000",Signed,"14.00"" x 22.70""",1975,Mixed Media / Paper,319,"Christie's New York, Rockefeller Center",05/04/1994
Devil Angel,-not sold-,"$20,000","$25,000",Signed,"35.80"" x 55.00""",1988,Mixed Media / Paper,94,Sotheby's New York,02/25/1994
Light (Part 2),"$85,000","$90,000","$120,000",Unavailable,"62.00"" x 138.00""",1990,Acrylic / Canvas,102,Sotheby's New York,02/25/1994
News,"$18,400","$10,000","$12,000",Signed,"11.50"" x 29.00""",1970,Mixed Media / Paper,102A,Sotheby's New York,02/25/1994
"Canada, Mexico, USA","$23,000","$50,000","$60,000",Signed,"20.00"" x 160.00""",1980,Oil / Canvas,107,Sotheby's New York,02/25/1994
Something That Was,"$8,630","$8,000","$12,000",Signed,"22.00"" x 29.00""",1982,Oil / Paper,88,"Christie's New York, Rockefeller Center",02/23/1994
Trashy Fish,-not sold-,"$8,000","$12,000",Signed Initials,"7.50"" x 28.20""",1973,Mixed Media / Paper,102,"Christie's New York, Rockefeller Center",02/23/1994
Other Matters,"$8,050","$6,000","$8,000",Unavailable,"14.20"" x 22.70""",1974,Pastel / Paper,116,Sotheby's New York,11/11/1993
A Nerve Increasing Activity,"$11,500","$15,000","$20,000",Unavailable,"23.00"" x 29.00""",1984,Oil / Paper,117,Sotheby's New York,11/11/1993
Victory,-not sold-,"$50,000","$70,000",Signed,"64.00"" x 64.00""",1988,Acrylic / Canvas,123,Sotheby's New York,11/11/1993
Shooting Star,-not sold-,"$60,000","$80,000",Signed,"20.00"" x 154.00""",1980,Oil / Canvas,135,Sotheby's New York,11/11/1993
Remember and Forget,-not sold-,"$60,000","$80,000",Unavailable,"78.00"" x 150.00""",1986,Oil / Wood,136,Sotheby's New York,11/11/1993
Olds,"$74,000","$60,000","$80,000",Signed,"48.00"" x 48.00""",1989,Acrylic / Canvas,197,Sotheby's New York,11/11/1993
Annie,"$17,250","$8,000","$12,000",Signed,"9.30"" x 9.20""",1967,Pencil / Paper,185,"Christie's New York, Rockefeller Center",11/10/1993
Floating Paper,"$14,950","$8,000","$12,000",Signed,"14.00"" x 22.50""",1973,Mixed Media / Paper,190,"Christie's New York, Rockefeller Center",11/10/1993
Very Angry People,"$29,900","$15,000","$20,000",Unavailable,"20.00"" x 24.00""",1973,Oil / Metal,223,"Christie's New York, Rockefeller Center",11/10/1993
The Eighties,"$46,000","$60,000","$80,000",Signed,"20.10"" x 158.70""",1980,Acrylic / Canvas,379,"Christie's New York, Rockefeller Center",11/10/1993
"City, City",-not sold-,"$10,000","$15,000",Signed,"23.00"" x 29.00""",1982,Mixed Media / Paper,74,"Christie's New York, ""East""",05/07/1993
Wire,"$16,100","$12,000","$18,000",Signed,"19.70"" x 23.70""",1972,Oil / Canvas,169,"Christie's New York, ""East""",05/07/1993
The Eighties,-not sold-,"$60,000","$80,000",Signed,"20.10"" x 158.70""",1980,Acrylic / Canvas,290,"Christie's New York, Rockefeller Center",05/05/1993
Other Matters,-not sold-,"$8,000","$12,000",Unavailable,"14.20"" x 22.70""",1974,Pastel / Paper,133A,Sotheby's New York,05/04/1993
Act,"$9,200","$8,000","$12,000",Unavailable,"14.10"" x 22.60""",1974,Mixed Media / Paper,144A,Sotheby's New York,05/04/1993
SS Never The Less,-not sold-,"$20,000","$30,000",Signed,"53.50"" x 39.50""",1989,Acrylic / Paper,235,Sotheby's New York,05/04/1993
"Small, Medium, Large Companies","$12,650","$12,000","$15,000",Signed,"23.00"" x 29.00""",1983,Drybrush / Paper,281,Sotheby's New York,02/25/1993
1984,"$14,950","$10,000","$15,000",Signed,"14.20"" x 23.00""",1967,Drybrush / Paper,326,Sotheby's New York,02/25/1993
"Angel, Devil",-not sold-,"$12,000","$15,000",Signed,"23.00"" x 29.00""",1985,Drybrush / Paper,334,Sotheby's New York,02/25/1993
Light (Part I),"$112,500","$100,000","$150,000",Unavailable,"62.00"" x 138.00""",1989,Acrylic / Canvas,336,Sotheby's New York,02/25/1993
Untitled,-not sold-,"$12,000","$15,000",Signed,"22.00"" x 30.50""",1983,Collage / Paper,369,Sotheby's New York,02/25/1993
"Light, part I","$100,000",n/a,n/a,unknown,"62.00"" x 138.00""",1989,Acrylic,336,Sotheby's New York,02/23/1993
Nice Destiny,"$23,100","$18,000","$22,000",Signed,"40.00"" x 60.10""",1989,Drybrush / Board,155,"Christie's New York, Rockefeller Center",11/19/1992
Various Things That Hurt,"$12,100","$15,000","$20,000",Signed on Reverse,"21.60"" x 28.20""",1976,Drybrush / Paper,379,"Christie's New York, Rockefeller Center",11/19/1992
Study for Light,"$12,100","$15,000","$18,000",Unavailable,"17.20"" x 34.50""",1990,Mixed Media / Board,398,"Christie's New York, Rockefeller Center",11/19/1992
Study for Light,"$9,350","$15,000","$18,000",Unavailable,"17.20"" x 34.50""",1990,Mixed Media / Board,399,"Christie's New York, Rockefeller Center",11/19/1992
The Study of Friction and Wear,"$71,500","$80,000","$120,000",Signed on Reverse,"83.70"" x 138.00""",1983,Oil / Canvas,71,"Christie's New York, Rockefeller Center",11/18/1992
Girls Girls Girls,-not sold-,"$65,000","$85,000",Signed on Reverse,"22.00"" x 80.00""",1982,Oil / Canvas,163,Sotheby's New York,11/18/1992
Water Soluble Dreams,-not sold-,"$12,000","$15,000",Signed,"23.00"" x 29.00""",1984,Drybrush / Paper,181,Sotheby's New York,11/18/1992
You and Me,"$17,600","$12,000","$15,000",Signed,"23.00"" x 29.00""",1983,Drybrush / Paper,188,Sotheby's New York,11/18/1992
True Lady,"$27,500",n/a,n/a,unknown,"60.00"" x 40.00""",1986,Acrylic / Paper,294,Sotheby's New York,11/18/1992
True Lady,"$30,250","$30,000","$35,000",Unavailable,"60.10"" x 40.20""",1986,Acrylic / Paper,294A,Sotheby's New York,11/18/1992
Do You Think She Has It?,"$13,200","$15,000","$20,000",Signed on Reverse,"36.00"" x 40.00""",1974,Mixed Media / Cloth,109,Sotheby's New York,10/06/1992
Baby Cakes,"$19,800","$15,000","$20,000",Signed on Reverse,"36.00"" x 40.00""",1974,Mixed Media / Cloth,139,Sotheby's New York,10/06/1992
The S-Sea of D-D-Desire,"$12,100","$10,000","$15,000",Signed,"23.00"" x 29.20""",1979,Pastel / Paper,150,Sotheby's New York,10/06/1992
Rain,"$17,600","$10,000","$15,000",Signed,"23.00"" x 29.00""",1970,Mixed Media / Paper,322,Sotheby's New York,05/07/1992
More Poison,"$16,500","$20,000","$25,000",Signed,"22.20"" x 30.00""",1984,Drybrush / Paper,326,Sotheby's New York,05/07/1992
Gimme That Gate pass,-not sold-,"$10,000","$15,000",Signed on Reverse,"22.50"" x 28.50""",1976,Drybrush / Paper,344,"Christie's New York, Rockefeller Center",05/06/1992
Days of the Week,"$77,000","$100,000","$150,000",Signed on Reverse,"22.10"" x 80.00""",1979,Oil / Canvas,62,"Christie's New York, Rockefeller Center",05/05/1992
Do Az I Do,"$71,500","$70,000","$90,000",Signed on Reverse,"55.00"" x 74.00""",1988,Acrylic / Canvas,181,Sotheby's New York,11/14/1991
Various Cruelties,"$18,700","$40,000","$50,000",Unavailable,"36.00"" x 40.00""",1974,Mixed Media / Cloth,343A,Sotheby's New York,11/14/1991
Olds,-not sold-,"$80,000","$120,000",Signed on Reverse,"48.00"" x 48.00""",1989,Acrylic / Canvas,362,Sotheby's New York,11/14/1991
Homeward Bound,-not sold-,"$200,000","$250,000",Signed on Reverse,"120.00"" x 108.20""",1986,Acrylic / Canvas,78,Sotheby's New York,11/13/1991
The Briefcase,"$9,350","$10,000","$15,000",Signed,"14.60"" x 23.00""",1973,Drybrush / Paper,165,"Christie's New York, Rockefeller Center",11/13/1991
1984 Color Scribble #1,-not sold-,"$12,000","$15,000",Signed,"23.10"" x 25.60""",1984,Mixed Media / Paper,188,"Christie's New York, Rockefeller Center",11/13/1991
"Not a Bad World, Is It?","$132,000","$100,000","$150,000",Signed on Reverse,"99.10"" x 79.70""",1984,Oil / Canvas,67,"Christie's New York, Rockefeller Center",11/12/1991
Brave Men Run in My Family,-not sold-,"$35,000","$45,000",Signed,"60.00"" x 40.00""",not given,Acrylic / Paper,138,Sotheby's New York,10/03/1991
Wire,-not sold-,"$40,000","$60,000",Signed on Reverse,"19.70"" x 23.70""",not given,Oil / Canvas,185,"Christie's New York, Rockefeller Center",05/02/1991
Pie,-not sold-,"$15,000","$18,000",Signed,"11.00"" x 15.00""",not given,Mixed Media / Paper,210,"Christie's New York, Rockefeller Center",05/02/1991
Miniature America,-not sold-,"$40,000","$45,000",Signed,"58.50"" x 38.70""",not given,Drybrush / Paper,252,"Christie's New York, Rockefeller Center",05/02/1991
Spasm,-not sold-,"$100,000","$150,000",Unavailable,"60.00"" x 54.00""",not given,Acrylic / Canvas,264,"Christie's New York, Rockefeller Center",05/02/1991
Vegetation Made Public,"$187,000","$180,000","$220,000",Unavailable,"54.00"" x 120.00""",not given,Acrylic / Canvas,52,"Christie's New York, Rockefeller Center",05/01/1991
Poach,-not sold-,"$8,000","$12,000",Signed,"13.50"" x 21.70""",not given,Drybrush / Paper,250,Sotheby's New York,05/01/1991
Range,-not sold-,"$25,000","$35,000",Signed Initials,"11.20"" x 29.00""",not given,Drybrush / Paper,146,"Christie's New York, Rockefeller Center",11/08/1990
In the Year of Our Lord 1984,-not sold-,"$18,000","$22,000",Signed,"23.10"" x 25.60""",not given,Mixed Media / Paper,153,"Christie's New York, Rockefeller Center",11/08/1990
"Small, Large",-not sold-,"$75,000","$95,000",Signed,"60.00"" x 40.00""",not given,Drybrush / Paper,257,Sotheby's New York,11/07/1990
Glass of Milk Falling,"$49,500","$60,000","$80,000",Signed on Reverse,"20.00"" x 24.00""",not given,Oil / Canvas,282,Sotheby's New York,11/07/1990
Sin,"$24,200","$30,000","$40,000",Signed,"13.20"" x 21.80""",not given,Drybrush / Paper,295,Sotheby's New York,11/07/1990
Poach,-not sold-,"$35,000","$45,000",Signed,"13.50"" x 21.70""",not given,Drybrush / Paper,296,Sotheby's New York,11/07/1990
Soda,"$15,000","$25,000","$35,000",Signed,"13.20"" x 21.80""",not given,Drybrush / Paper,319,Sotheby's New York,11/07/1990
1984,-not sold-,"$20,000","$25,000",Signed,"14.20"" x 22.80""",not given,Drybrush / Paper,325,Sotheby's New York,11/07/1990
B-Blez You B-Baby,-not sold-,"$20,000","$30,000",Signed,"23.00"" x 29.00""",not given,Pastel / Paper,327,Sotheby's New York,11/07/1990
Western,"$165,000","$200,000","$250,000",Signed on Reverse,"60.00"" x 54.00""",not given,Oil / Canvas,68,Sotheby's New York,11/06/1990
Espana,"$35,200","$15,000","$20,000",Signed,"14.80"" x 14.00""",not given,Oil / Board,40,"Christie's New York, Rockefeller Center",10/05/1990
Halloween,"$165,000","$180,000","$220,000",Signed on Reverse,"21.80"" x 80.00""",not given,Oil / Canvas,105,"Christie's New York, Rockefeller Center",10/05/1990
Western,"$38,500","$40,000","$50,000",Unavailable,"40.00"" x 50.20""",not given,Mixed Media / Paper,318,Sotheby's New York,05/09/1990
Respect,"$49,500","$50,000","$70,000",Unavailable,"14.00"" x 23.00""",not given,Pencil / Paper,319,Sotheby's New York,05/09/1990
Days of the Week,-not sold-,"$180,000","$250,000",Unavailable,"22.00"" x 80.00""",not given,Oil / Canvas,325,Sotheby's New York,05/09/1990
Loss,"$60,500","$50,000","$60,000",Unavailable,"21.20"" x 27.20""",not given,Mixed Media / Paper,345,Sotheby's New York,05/09/1990
90% Devil But 10% Angel,-not sold-,"$250,000","$300,000",Unavailable,"37.00"" x 40.70""",not given,Oil / Canvas,347,Sotheby's New York,05/09/1990
Sheets,-not sold-,"$35,000","$45,000",Unavailable,"22.30"" x 25.60""",not given,Enamel / Paper,348A,Sotheby's New York,05/09/1990
House of Trust,-not sold-,"$200,000","$250,000",Unavailable,"55.00"" x 72.00""",not given,Acrylic / Canvas,363,Sotheby's New York,05/09/1990
Crown,-not sold-,"$60,000","$70,000",Unavailable,"39.50"" x 59.50""",not given,Drybrush / Paper,377,Sotheby's New York,05/09/1990
"Super, Regular","$110,000","$100,000","$150,000",Unavailable,"40.20"" x 60.10""",not given,Drybrush / Paper,412,Sotheby's New York,05/09/1990
Hawaiian Shirt,"$27,500","$30,000","$40,000",Unavailable,"22.00"" x 30.00""",not given,Drybrush / Paper,436,Sotheby's New York,05/09/1990
Ruining Everything,-not sold-,"$25,000","$35,000",Unavailable,"11.10"" x 28.70""",not given,Pastel / Paper,438,Sotheby's New York,05/09/1990
Wedding,-not sold-,"$35,000","$45,000",Unavailable,"11.20"" x 28.70""",not given,Drybrush / Paper,444,Sotheby's New York,05/09/1990
Untitled (Blue Ellipse),-not sold-,"$70,000","$90,000",Unavailable,"60.00"" x 40.00""",not given,Drybrush / Paper,445,Sotheby's New York,05/09/1990
Future Experiences,-not sold-,"$175,000","$225,000",Unavailable,"20.00"" x 159.00""",not given,Oil / Canvas,446,Sotheby's New York,05/09/1990
Girls with Personality Disorders,-not sold-,"$70,000","$90,000",Unavailable,"60.00"" x 40.00""",not given,Drybrush / Paper,488,Sotheby's New York,05/09/1990
Diminished Respect,-not sold-,"$70,000","$90,000",Unavailable,"60.00"" x 40.00""",not given,Mixed Media / Paper,489,Sotheby's New York,05/09/1990
Boss,-not sold-,"$400,000","$600,000",Unavailable,"72.00"" x 67.00""",not given,Oil / Canvas,44,Sotheby's New York,05/08/1990
Gimme That Gate Pass,"$33,000","$45,000","$65,000",Unavailable,"22.50"" x 28.50""",not given,Paint / Paper,182,"Christie's New York, Rockefeller Center",05/08/1990
Crooked Rats Radiant Smiles,-not sold-,"$50,000","$70,000",Unavailable,"50.00"" x 38.20""",not given,Paint / Paper,237,"Christie's New York, Rockefeller Center",05/08/1990
Indust Chem,-not sold-,"$45,000","$65,000",Unavailable,"40.10"" x 60.00""",not given,Paint / Paper,251,"Christie's New York, Rockefeller Center",05/08/1990
Hear Me Sonny?,-not sold-,"$45,000","$65,000",Unavailable,"40.10"" x 60.00""",not given,Mixed Media / Paper,260,"Christie's New York, Rockefeller Center",05/08/1990
Squeezing Dimple,"$165,000","$150,000","$200,000",Unavailable,"28.00"" x 29.70""",not given,Oil / Canvas,52,"Christie's New York, Rockefeller Center",05/07/1990
You Know the Old Story,"$41,260","$35,000","$45,000",Unavailable,"13.00"" x 22.70""",not given,Mixed Media / Paper,163,Sotheby's New York,02/27/1990
Vanish,-not sold-,"$50,000","$60,000",Unavailable,"11.60"" x 29.10""",not given,Mixed Media / Paper,172,Sotheby's New York,02/27/1990
Six Pieces of Cheese,"$30,800","$25,000","$30,000",Unavailable,"14.20"" x 22.50""",not given,Mixed Media / Paper,174,Sotheby's New York,02/27/1990
Thousandths of an Inch,"$28,600","$35,000","$45,000",Unavailable,"13.70"" x 22.70""",not given,Mixed Media / Paper,71,"Christie's New York, ""East""",02/23/1990
Flash Fried,"$38,500","$35,000","$55,000",Unavailable,"11.50"" x 29.00""",not given,Mixed Media / Paper,95,"Christie's New York, ""East""",02/23/1990
Surgical,"$93,500","$70,000","$90,000",Unavailable,"20.00"" x 24.00""",not given,Oil / Canvas,251,Sotheby's New York,11/10/1989
Flood,"$82,500","$25,000","$30,000",Unavailable,"14.50"" x 22.50""",not given,Mixed Media / Paper,270,Sotheby's New York,11/10/1989
Policy,"$68,750","$20,000","$25,000",Unavailable,"9.70"" x 27.20""",not given,Mixed Media / Paper,285,Sotheby's New York,11/10/1989
Sugar,"$68,750","$20,000","$25,000",Unavailable,"11.50"" x 29.00""",not given,Watercolor / Paper,286,Sotheby's New York,11/10/1989
"Falling Cameras, Rising Binoculars","$71,500","$45,000","$55,000",Unavailable,"45.00"" x 65.00""",not given,Marker / Paper,290,Sotheby's New York,11/10/1989
Bamboo Pole,"$220,000","$150,000","$200,000",Unavailable,"20.00"" x 158.70""",not given,Oil / Canvas,298,Sotheby's New York,11/10/1989
A Nerve Increasing Activity,"$77,000","$25,000","$30,000",Unavailable,"23.00"" x 29.00""",not given,Paint / Paper,299,Sotheby's New York,11/10/1989
Zero,"$63,250","$40,000","$50,000",Unavailable,"60.00"" x 40.00""",not given,Paint / Paper,300,Sotheby's New York,11/10/1989
Hourglass,"$187,000","$45,000","$55,000",Unavailable,"60.00"" x 40.00""",not given,Mixed Media / Paper,309,Sotheby's New York,11/10/1989
"Miniature Nightmares, Micro","$132,000","$45,000","$55,000",Unavailable,"40.00"" x 60.00""",not given,Mixed Media / Paper,357,Sotheby's New York,11/10/1989
Atlas,"$52,250","$20,000","$25,000",Unavailable,"22.20"" x 30.00""",not given,Marker / Paper,358,Sotheby's New York,11/10/1989
Honey I Twisted Through More,"$297,000","$200,000","$250,000",Unavailable,"72.00"" x 72.00""",not given,Oil / Canvas,359,Sotheby's New York,11/10/1989
Face Shield,"$35,200","$10,000","$15,000",Unavailable,"11.00"" x 28.50""",not given,Watercolor / Paper,412,Sotheby's New York,11/10/1989
Sugar,"$62,500",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1971,Watercolor / Paper,286,Sotheby's New York,11/09/1989
Hourglass,"$170,000",n/a,n/a,Signed and Dated,"60.00"" x 40.00""",1988,Acrylic,309,Sotheby's New York,11/09/1989
"Miniature nightmares, micro","$120,000",n/a,n/a,Signed and Dated,"40.00"" x 60.00""",1985,Acrylic,357,Sotheby's New York,11/09/1989
Face shield,"$32,000",n/a,n/a,Signed and Dated,"11.00"" x 28.00""",1974,Watercolor / Paper,412,Sotheby's New York,11/09/1989
"3 Seconals, 3 Darvons","$52,800","$35,000","$40,000",Unavailable,"22.70"" x 28.60""",not given,Chalk / Paper,203,"Christie's New York, Rockefeller Center",11/08/1989
Made in USA,"$57,200","$30,000","$40,000",Unavailable,"22.00"" x 28.70""",not given,Mixed Media / Paper,206,"Christie's New York, Rockefeller Center",11/08/1989
Water,"$52,800","$18,000","$25,000",Unavailable,"23.00"" x 29.00""",not given,Watercolor / Paper,217,"Christie's New York, Rockefeller Center",11/08/1989
More Poison,"$44,000","$30,000","$40,000",Unavailable,"22.20"" x 30.00""",not given,Chalk / Paper,269,"Christie's New York, Rockefeller Center",11/08/1989
Local Storms,"$88,000","$60,000","$80,000",Signed on Reverse,"20.00"" x 24.00""",not given,Tempera,365,"Christie's New York, Rockefeller Center",11/08/1989
The Sixties and Seventies,"$203,500","$100,000","$120,000",Signed on Reverse,"22.00"" x 79.80""",not given,Oil / Canvas,424,"Christie's New York, Rockefeller Center",11/08/1989
Various Miracles,"$55,000","$25,000","$35,000",Unavailable,"21.50"" x 28.50""",not given,Mixed Media / Paper,237,Sotheby's New York,10/05/1989
Fear Smeared from Here to Here,"$41,250","$30,000","$40,000",Signed,"40.00"" x 60.00""",not given,Paint / Paper,251,Sotheby's New York,10/05/1989
JR,"$60,500","$35,000","$45,000",Signed,"60.00"" x 40.00""",not given,Mixed Media / Paper,252,Sotheby's New York,10/05/1989
Pressurized Diabolics,"$39,600",n/a,n/a,unknown,"22.44"" x 28.35""",not given,Pastel / Paper,116,Cornette De Saint Cyr,06/21/1989
It's OK Everything's OK,"$132,000","$40,000","$60,000",Unavailable,"21.80"" x 80.00""",not given,Acrylic / Canvas,227,"Christie's New York, Rockefeller Center",05/04/1989
The Funnelling of You-Know-What,"$49,500","$25,000","$30,000",Signed,"40.00"" x 60.00""",not given,Mixed Media / Paper,231,Sotheby's New York,05/03/1989
Forgotten Landing Zone,"$28,600","$15,000","$20,000",Signed,"23.00"" x 29.00""",not given,Paint / Paper,233,Sotheby's New York,05/03/1989
We're This and We're That Aren't We?,"$52,250","$15,000","$20,000",Signed,"23.00"" x 29.00""",not given,Paint / Paper,234,Sotheby's New York,05/03/1989
Polynesian Sickness,"$30,800","$15,000","$20,000",Signed,"21.00"" x 29.00""",not given,Paint / Paper,242,Sotheby's New York,05/03/1989
The Future,"$209,000","$80,000","$100,000",Signed on Reverse,"21.70"" x 79.70""",not given,Oil / Canvas,83,Sotheby's New York,05/02/1989
Nerves,"$46,760","$30,000","$35,000",Signed,"38.00"" x 57.50""",not given,Paint / Paper,236,Sotheby's New York,02/16/1989
Untitled (Dish),"$27,500","$25,000","$30,000",Signed,"40.00"" x 60.00""",not given,Mixed Media / Paper,244,Sotheby's New York,02/16/1989
"Untitled, dish","$25,000",n/a,n/a,Signed and Dated,"40.00"" x 60.00""",1985,Acrylic,244,Sotheby's New York,02/15/1989
Royal,"$32,500",n/a,n/a,Signed and Dated,"22.00"" x 28.00""",1971,Pastel / Paper,326,Sotheby's New York,11/11/1988
Protein,"$21,000",n/a,n/a,Signed and Dated,"21.00"" x 27.00""",1970,Pastel / Paper,327,Sotheby's New York,11/11/1988
Strength,"$30,000",n/a,n/a,Signed and Dated,"60.00"" x 40.00""",1983,Chalk,225,"Christie's New York, Rockefeller Center",11/10/1988
Wen out for cigarets,"$70,000",n/a,n/a,Signed and Dated,"64.00"" x 64.00""",1985,Enamel,213,Sotheby's New York,10/08/1988
Stage fright,"$3,000",n/a,n/a,Signed and Dated,"15.00"" x 40.00""",1979,Ink / Paper,69,"Christie's New York, Rockefeller Center",02/20/1988
Sin with olives,"$26,000",n/a,n/a,Signed and Dated,"20.00"" x 24.00""",1964,Acrylic,162,Sotheby's New York,11/05/1987
Mint,"$29,000",n/a,n/a,Signed and Dated,"60.00"" x 55.00""",1968,Acrylic,138,Sotheby's New York,05/06/1986
Gem,"$2,750",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1968,Watercolor / Paper,199,Sotheby's New York,05/06/1986
Base,"$3,500",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1971,Watercolor / Paper,267,"Christie's New York, Rockefeller Center",11/07/1985
We're here - we're there,"$5,500",n/a,n/a,Signed and Dated,"38.00"" x 50.00""",1982,Chalk,269,"Christie's New York, Rockefeller Center",11/07/1985
Dimple,"$2,500",n/a,n/a,Signed and Dated,"11.00"" x 15.00""",1964,Tempera,139,Sotheby's New York,11/05/1985
Air,"$5,000",n/a,n/a,Signed and Dated,"23.00"" x 28.00""",1970,Chalk,105,"Christie's New York, Rockefeller Center",05/02/1985
Noise,"$3,000",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1970,Watercolor / Paper,106,"Christie's New York, Rockefeller Center",05/02/1985
Dry Whistle,"$1,000",n/a,n/a,Signed and Dated,"14.00"" x 22.00""",1975,Chalk,154,"Christie's New York, Rockefeller Center",02/23/1985
Circuit,"$2,400",n/a,n/a,Signed Initials,"11.00"" x 29.00""",1971,Chalk,155,"Christie's New York, Rockefeller Center",02/23/1985
Vapor,"$2,300",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1971,Chalk,156,"Christie's New York, Rockefeller Center",02/23/1985
"Whiskers, Splinters","$2,400",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1972,Chalk,193,"Christie's New York, Rockefeller Center",11/02/1984
Circuit,"$1,500",n/a,n/a,Signed Initials,"11.00"" x 29.00""",1971,Chalk,25,"Christie's New York, Rockefeller Center",05/09/1984
Vapor,"$1,500",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",not given,Chalk,254,"Christie's New York, Rockefeller Center",05/09/1984
Anti-depressants,"$2,200",n/a,n/a,Signed Initials,"11.00"" x 29.00""",1972,Chalk,211,"Christie's New York, Rockefeller Center",02/16/1984
Your propane people,$800,n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1979,Pastel / Paper,538,Phillips de Pury & Co. (see Phillips),01/24/1984
Reef,$550,n/a,n/a,unknown,"14.00"" x 23.00""",not given,Chalk,278,"Christie's New York, Rockefeller Center",05/11/1983
Hydraulic,"$2,250",n/a,n/a,Signed and Dated,"20.00"" x 24.00""",1968,Acrylic,206,Sotheby's New York,11/10/1982
A crying shame,"$1,600",n/a,n/a,Signed Initials,"7.00"" x 29.00""",1973,Watercolor / Paper,122,"Christie's New York, Rockefeller Center",05/06/1982
