title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
Etude de ciel,-not sold-,"$7,120","$10,290",Signed Initials,"4.61"" x 5.75""",not given,Watercolor / Paper,276,"Christie's London, King Street",02/08/2012
"Jeune femme, les mains jointes derrière le dos","$41,550","$39,580","$55,410",Signed Lower Right,"22.01"" x 15.98""",not given,Mixed Media  pastel and charcoal / Paper,281,"Christie's London, King Street",02/08/2012
Petite gardeuse d'oies,"$286,920","$237,450","$316,600",Signed and Dated,"10.59"" x 14.37""",1886,Gouache / Silk,283,"Christie's London, King Street",02/08/2012
Enfant tenant une pomme,"$18,750","$4,735","$7,890",Stamped,"8.39"" x 6.69""",not given,Pencil  and coloured crayon / Paper,2,Bonhams Bond Street,02/07/2012
Pommiers à Éragny,"$4,662,000","$1,420,740","$1,894,320",Signed Lower Left,"23.82"" x 29.13""",1894,Oil / Canvas,11,"Christie's London, King Street",02/07/2012
Figures in a landscape,-not sold-,"$10,360","$15,540",Stamped,"18.11"" x 24.02""",not given,Mixed Media  sanguine and watercolor / Paper,5,Matsart Auctioneers & Appraisers,01/24/2012
FEMMES AUX FAGOT,"$1,955",$521,$782,Signed Initials,"4.53"" x 7.68""",not given,Pencil / Paper,34,Cornette De Saint Cyr,12/19/2011
Belle vue,-not sold-,"$5,410","$8,660",unknown,"9.45"" x 12.99""",not given,Ink / Paper,1164,"Piguet Hotel des Ventes, Geneve",12/12/2011-12/14/2011
Village,-not sold-,"$2,164","$3,247",Signed Monogram,"7.48"" x 12.20""",not given,Pen and ink / Paper,1165,"Piguet Hotel des Ventes, Geneve",12/12/2011-12/14/2011
"HAMEAU DANS LA CAMPAGNE NORMANDE, 1859",-not sold-,"$20,070","$24,090",Signed Lower Right,"11.61"" x 15.94""",not given,Ink  and wash / Paper,4,Eric Pillon Encheres,12/11/2011
"Les laveuses à Éragny, esquisse",-not sold-,"$1,068,800","$1,603,200",Stamped,"28.90"" x 36.38""",c.1901,Oil / Canvas,28,Christie's Paris,12/01/2011
CONFECTION DE MEULES,"$2,430","$1,992","$2,656",Signed Monogram,"6.46"" x 3.94""",c.1900,Pencil / Paper,869,Grisebach,11/26/2011
FEMME SE CAMBRANT,"$32,960","$33,770","$47,280",Signed Monogram,"5.91"" x 3.58""",c.1890,Watercolor  and pen over pencil / Paper,176,Grisebach,11/23/2011
Study for La récolte des pommes de terres,"$3,978","$4,348","$6,520",Stamped,"5.98"" x 3.54""",1879,Pencil / Paper,408,"Galerie Koller, AG, Geneva",11/18/2011
"RUE DES ROCHES AU VALHERMEIL, AUVERS SUR OISE",-not sold-,"$600,000","$800,000",Signed and Dated,"18.00"" x 14.88""",1880,Oil / Canvas,181,Sotheby's New York,11/03/2011
MAISON AU BORD D'UNE ROUTE DE CAMPAGNE AVEC PERSONNAGES,"$170,500","$45,000","$55,000",Signed and Dated,"12.88"" x 16.00""",1856,Oil / Canvas,213,Sotheby's New York,11/03/2011
FEMME EN CHEMISE PRÈS D'UN LIT,-not sold-,"$250,000","$350,000",Stamped,"16.25"" x 13.25""",not given,Oil / Canvas,214,Sotheby's New York,11/03/2011
LA MAISON DELAFOLIE À ERAGNY,"$1,370,500","$1,800,000","$2,500,000",Signed and Dated,"21.50"" x 25.63""",1885,Oil / Canvas,11,Sotheby's New York,11/02/2011
"LE LOUVRE, MATIN, PRINTEMPS","$1,538,500","$1,500,000","$2,500,000",Signed and Dated,"25.50"" x 21.25""",1902,Oil / Canvas,41,Sotheby's New York,11/02/2011
"LA MAISON DE MONSIEUR MUSY, ROUTE DE MARLY, LOUVECIENNES",-not sold-,"$1,000,000","$1,500,000",Signed Lower Left,"16.25"" x 21.50""",c.1872,Oil / Canvas,67,Sotheby's New York,11/02/2011
Le Paysan,"$15,000","$6,000","$8,000",Signed Initials,"6.63"" x 4.13""",not given,Ink  brush and charcoal / Paper,105,"Christie's New York, Rockefeller Center",11/02/2011
Baigneuse,"$20,000","$20,000","$30,000",Stamped,"24.38"" x 18.75""",c.1896,Sanguine  and charcoal / Paper on board,111,"Christie's New York, Rockefeller Center",11/02/2011
Marché aux légumes à Pontoise,"$32,500","$20,000","$30,000",Signed Initials,"9.88"" x 7.75""",c.1891,Watercolor and gouache  and charcoal / Paper on board,112,"Christie's New York, Rockefeller Center",11/02/2011
"Etude pour Les Sarcleuses, Pontoise",-not sold-,"$60,000","$80,000",Signed Initials,"18.63"" x 24.50""",c.1882,Pastel  and charcoal / Paper,113,"Christie's New York, Rockefeller Center",11/02/2011
Deux paysannes,-not sold-,"$18,000","$25,000",Signed Initials,"12.00"" x 18.50""",not given,Charcoal / Paper,115,"Christie's New York, Rockefeller Center",11/02/2011
"All Saints' Church, Beulah Hill","$27,500","$15,000","$25,000",Signed Initials,"6.88"" x 8.88""",not given,Watercolor and pencil / Paper,116,"Christie's New York, Rockefeller Center",11/02/2011
Paul-Emile Pissarro,"$482,500","$400,000","$600,000",Stamped,"16.13"" x 13.25""",c.1890,Oil / Canvas,266,"Christie's New York, Rockefeller Center",11/02/2011
"Juin, temps pluvieux, Eragny","$1,202,500","$1,500,000","$2,000,000",Signed and Dated,"26.25"" x 32.50""",1898,Oil / Canvas,19,"Christie's New York, Rockefeller Center",11/01/2011
Les hommes parlent dans la rue.,"$12,000","$6,000","$9,000",Signed Initials,"7.50"" x 9.50""",not given,Pencil / Paper,66,Swann Galleries,09/22/2011
Paysage,-not sold-,"$10,000","$15,000",Signed Lower Right,"9.38"" x 12.13""",not given,Charcoal  and chalk / Paper,146,"Christie's New York, Rockefeller Center",09/20/2011
"Nini, la nièce de l'artiste","$32,500","$15,000","$20,000",Stamped,"12.00"" x 9.25""",c.1890,Conte Crayon  and white heightening / Paper,148,"Christie's New York, Rockefeller Center",09/20/2011
LE REPOS DES PAYSANNES,"$15,760","$11,460","$17,190",Stamped,"4.92"" x 6.89""",not given,Pencil / Paper,5,Marc Arthur Kohn,07/30/2011
Orientalist watercolor,-not,"$2,000","$3,000",Signed Initials,Dimensions not available,not given,Watercolor / Paper,93,Mathesons' AA Auctions,07/24/2011
Portraits de Madame L'Archevêque,-not sold-,"$2,864","$4,296",Stamped,Dimensions not available,1889,Charcoal / Paper,74,Christie's Paris,07/08/2011
Quai de la Bourse,-not sold-,"$4,296","$7,160",Signed Initials,"6.42"" x 9.57""",not given,Pencil / Paper,75,Christie's Paris,07/08/2011
Landscape,"$1,453",$872,"$1,162",Signed Initials,"5.91"" x 7.09""",not given,Charcoal / Paper,4,Matsart Auctioneers & Appraisers,07/05/2011
Paysage aux environs de Paris,"$111,190","$72,670","$101,740",Unavailable,"11.81"" x 18.11""",1857,Oil / Canvas,19,Matsart Auctioneers & Appraisers,07/05/2011
"Les carrières du chou, Pontoise","$1,571,850","$1,380,730","$1,744,080",Signed and Dated,"21.26"" x 25.98""",1882,Oil / Canvas,20,Matsart Auctioneers & Appraisers,07/05/2011
Les dindons,-not sold-,"$6,380","$9,570",Stamped,"12.24"" x 9.72""",not given,Pastel / Paper,53,"Christie's London, South Kensington",06/28/2011
L'âtre,"$9,970","$11,170","$15,960",Stamped,"19.69"" x 12.83""",not given,Pastel  and pencil / Paper,54,"Christie's London, South Kensington",06/28/2011
Le mouton,-not sold-,"$12,770","$19,150",Signed,"5.16"" x 7.68""",not given,Pastel / Paper,55,"Christie's London, South Kensington",06/28/2011
Gardeuse de vaches,-not sold-,"$15,960","$23,940",Stamped,"6.22"" x 9.37""",not given,Pastel / Paper,56,"Christie's London, South Kensington",06/28/2011
Rouen,-not sold-,"$47,870","$63,830",Signed and Dated,"7.24"" x 10.04""",98,Watercolor / Paper,57,"Christie's London, South Kensington",06/28/2011
"Bosquet, Eragny","$8,380","$4,787","$7,980",Stamped,"5.83"" x 7.83""",not given,watercolour and pen and ink / Paper,58,"Christie's London, South Kensington",06/28/2011
Le labourage,-not sold-,"$9,570","$12,770",Stamped,"7.60"" x 12.01""",not given,watercolour and pencil / Paper,59,"Christie's London, South Kensington",06/28/2011
Le clocher de Bazincourt,"$461,560","$382,970","$478,710",Signed Lower Right,"13.70"" x 10.63""",circa 1885,Oil / Canvas,60,"Christie's London, South Kensington",06/28/2011
ENVIRONS DE ROUEN,"$83,500","$64,660","$97,000",Signed and Dated,"8.46"" x 10.55""",1883,Oil / Board,160,"Sotheby's London, New Bond Street",06/23/2011
Paysanne bêchant,-not sold-,"$2,910,060","$4,041,750",Signed and Dated,"25.87"" x 21.26""",1882,Oil / Canvas,65,"Christie's London, King Street",06/21/2011
"Match de cricket à Bedford Park, Londres",-not sold-,"$2,263,380","$2,910,060",Signed and Dated,"21.26"" x 25.59""",1897,Oil / Canvas,69,"Christie's London, King Street",06/21/2011
"La Côte des Mathurins à l'Hermitage, Pontoise","$933,240","$646,680","$970,020",Signed and Dated,"18.50"" x 22.05""",1876,Oil / Canvas,85,"Christie's London, King Street",06/21/2011
Vue de Pontoise,-not sold-,"$175,660","$219,570",Signed Lower Right,"10.75"" x 17.52""",not given,Pen and ink  heightened with white / Paper,61,Thierry de Maigret,06/09/2011
Paysage,-not sold-,"$7,140","$9,990",Signed Initials,"6.97"" x 9.88""",not given,Watercolor and ink / Paper,4,Christie's Paris,05/20/2011
La femme aux oies,-not sold-,"$70,000","$100,000",Stamped,"13.63"" x 21.50""",c.1895,Watercolor and gouache  and conte crayon / Paper,109,"Christie's New York, Rockefeller Center",05/05/2011
Landscape,"$4,063","$2,000","$3,000",Signed Initials,"5.00"" x 9.00""",not given,Pencil / Paper,62,Doyle New York,05/04/2011
BORDS DE L'OISE,-not sold-,"$250,000","$350,000",Signed and Dated,"12.00"" x 25.00""",1890,Gouache  and pencil / Silk,160,Sotheby's New York,05/04/2011
ALLÉE DANS UNE FÔRET,-not sold-,"$300,000","$400,000",Signed Lower Left,"16.13"" x 13.00""",c.1859,Oil / Canvas,190,Sotheby's New York,05/04/2011
"PAYSANNES RAMASSANT DES HERBES, ÉRAGNY","$1,142,500","$800,000","$1,200,000",Signed and Dated,"15.00"" x 18.13""",1886,Oil / Canvas,9,Sotheby's New York,05/03/2011
"L'HERMITAGE EN ÉTÉ, PONTOISE","$4,282,500","$4,000,000","$6,000,000",Signed and Dated,"22.25"" x 35.88""",1877,Oil / Canvas,36,Sotheby's New York,05/03/2011
Le couple à l'auberge,"$8,130","$3,542","$4,250",Signed Monogram,"4.72"" x 5.31""",not given,Mixed Media  gouache and ink / Paper,1,Piasa,04/01/2011
Paysage,"$3,519","$2,815","$4,222",Signed Initials,"4.13"" x 5.91""",not given,Pencil  and chalk / Paper,11,Cornette De Saint Cyr,03/28/2011
Bather Putting on her Stockings (recto and verso),"$5,580","$4,960","$6,200",Stamped,"5.12"" x 6.89""",not given,Ink / Paper,227,Mallet Auction Japan,03/25/2011
BORDS DE L'EPTE A ERAGNY,-not sold-,"$14,220","$21,330",Signed Monogram,"7.87"" x 6.69""",not given,Watercolor and pencil / Paper,193,Artcurial,03/23/2011
GIRL LEADING A HERD OF COWS ALONG A ROAD,"$16,250","$8,000","$12,000",Stamped,"8.25"" x 10.00""",c.1883,Conte Crayon  with wash / Paper on board,4,Sotheby's New York,03/16/2011
EFANT,"$10,000","$7,000","$10,000",Signed Lower Right,"11.50"" x 7.63""",not given,Charcoal / Paper,5,Sotheby's New York,03/16/2011
Le Pont de Gisors,"$8,130","$2,000","$4,000",Stamped,"3.88"" x 6.50""",not given,Pencil / Paper,1,"Christie's New York, Rockefeller Center",03/09/2011
Route de campagne (recto); Etude (verso),"$9,380","$1,500","$2,500",Stamped,"3.88"" x 6.50""",not given,Charcoal / Paper,2,"Christie's New York, Rockefeller Center",03/09/2011
"""La mare aux saules""","$3,419","$2,735","$4,103",Stamped,"11.61"" x 12.60""",not given,Pastel / Paper,45,Hotel de Ventes Vanderkindere,02/22/2011-02/23/2011
Paysanne balayant,"$6,030","$3,216","$4,824",Stamped,"6.42"" x 3.82""",c. 1880,Pencil / Paper,66,"Christie's London, South Kensington",02/11/2011
Porteurs de charbon,"$4,020","$3,216","$4,824",Stamped,"4.41"" x 6.50""",not given,Pencil / Paper,67,"Christie's London, South Kensington",02/11/2011
Scène de marché,"$44,210","$12,860","$19,290",Stamped,"8.98"" x 7.24""",not given,Crayon  wash / Paper,410,"Christie's London, King Street",02/10/2011
Entrée du port du Havre et le brise-lames ouest,-not sold-,"$482,250","$643,000",Signed and Dated,"9.33"" x 13.62""",1903,Oil / Canvas,434,"Christie's London, King Street",02/10/2011
"Vue de ma fenêtre, inondation, effet de soir, Éragny","$1,780,340","$1,610,800","$2,416,200",Signed and Dated,"25.59"" x 21.22""",1893,Oil / Canvas,11,"Christie's London, King Street",02/09/2011
"Le parc aux charrettes, Pontoise",-not sold-,"$1,932,960","$2,899,440",Signed and Dated,"25.59"" x 21.26""",1878,Oil / Canvas,12,"Christie's London, King Street",02/09/2011
"Chevaux et charrettes devant la darse de pêche, Dieppe, marée basse",-not sold-,"$724,860","$1,047,020",Signed and Dated,"21.61"" x 25.87""",1902,Oil / Canvas,38,"Christie's London, King Street",02/09/2011
"Paysage avec maisons et mur de clôture, givre et brume, Éragny",-not sold-,"$885,940","$1,208,100",Signed and Dated,"18.11"" x 21.65""",1892,Oil / Canvas,40,"Christie's London, King Street",02/09/2011
"LE GRAND NOYER, GELÉE BLANCHE ÉRAGNY","$504,580","$322,160","$483,240",Signed and Dated,"16.14"" x 12.99""",1892,Oil / Canvas,126,"Sotheby's London, New Bond Street",02/09/2011
"Soleil couchant au velhermeil, auvers-sur-oise","$1,510,850","$1,289,600","$1,612,000",Signed and Dated,"21.26"" x 25.51""",1880,Oil / Canvas,18,"Sotheby's London, New Bond Street",02/08/2011
The countryside near Rouen,"$242,500","$180,000","$220,000",Signed and Dated,"10.63"" x 13.58""",1883,Oil / Board,21,Matsart Auctioneers & Appraisers,12/28/2010
"""Le marchand de marrons"".","$23,280","$13,410","$16,090",Signed Initials,"8.86"" x 6.89""",not given,Ink / Paper,90,Audap & Mirabaud,12/15/2010
Vigne,"$6,710","$6,710","$9,390",Signed Monogram,"8.66"" x 12.60""",c. 1885-1890,Pencil / Paper,7,Pierre Berge,12/06/2010
"CUISINE PAYSANNE, VUE PRISE À MONTFOUCAULT",-not sold-,"$52,610","$65,770",Stamped,"21.46"" x 15.91""",1874,Charcoal  partially highlighted with white / Paper,1,Kunsthaus Lempertz,12/03/2010-12/04/2010
Chennevières,"$11,840","$15,780",n/a,Stamped,"8.43"" x 16.14""",c.1865,Ink  and pencil / Paper,4,Hauswedell & Nolte,12/03/2010-12/04/2010
LES DUNES DE KNOKKE,-not sold-,"$263,840","$395,760",Stamped,"25.59"" x 31.89""",c. 1894,Oil / Canvas,64,Artcurial,11/30/2010
Des femmes en travaillant,-not sold-,"$7,140","$10,000",Signed Monogram,"8.58"" x 6.57""",not given,Mixed Media / Paper,121,Uppsala Auktionskammare,11/30/2010-12/03/2010
CONFECTION DE MEULES,-not sold-,"$2,655","$3,983",Signed Monogram,"6.46"" x 3.94""",1900,Pencil / Paper,703,Grisebach,11/27/2010
Deux paysannes dans un champs des choux,-not sold-,"$48,180","$55,060",Stamped,"7.68"" x 11.22""",1886,Pastel / Paper,637,"Neumeister Kunstauktionen, Munich",11/11/2010
"Entrée de la forêt de Marly, effet de neige","$434,500","$200,000","$300,000",Signed Lower Right,"15.00"" x 18.25""",c.1870,Oil / Canvas,391,"Christie's New York, Rockefeller Center",11/04/2010
"Pruniers en fleur, Pontoise","$482,500","$500,000","$700,000",Stamped,"18.00"" x 22.00""",c.1876,Oil / Canvas,423,"Christie's New York, Rockefeller Center",11/04/2010
"La cour de la maison Rondest, Pontoise","$266,500","$300,000","$400,000",Signed and Dated,"13.75"" x 10.63""",1880,Oil / Canvas,427,"Christie's New York, Rockefeller Center",11/04/2010
Enfants attablés dans le jardin à Eragny,"$3,442,500","$3,000,000","$4,000,000",Signed and Dated,"23.75"" x 28.63""",1892,Oil / Canvas,6,"Christie's New York, Rockefeller Center",11/03/2010
Femme nue de dos dans un intérieur,"$506,500","$400,000","$600,000",Signed and Dated,"16.25"" x 13.13""",1895,Oil / Canvas,83,"Christie's New York, Rockefeller Center",11/03/2010
"LE JARDIN DES TUILERIES, EFFET DE NEIGE","$1,314,500","$1,200,000","$1,800,000",Signed and Dated,"25.63"" x 21.25""",1900,Oil / Canvas,3,Sotheby's New York,11/02/2010
"LA RÉCOLTE DES FOINS, ERAGNY",-not sold-,"$3,000,000","$5,000,000",Signed and Dated,"20.00"" x 26.00""",1887,Oil / Canvas,5,Sotheby's New York,11/02/2010
MAISON DANS UN PAYSAGE,"$4,625","$2,790","$4,185",unknown,"9.84"" x 6.69""",not given,Pencil / Paper,200D,Artcurial,10/25/2010
Les débardeurs à Rouen,"$4,890","$2,794","$5,590",Signed Monogram,"9.02"" x 14.49""",1893,Pen and ink / Paper,175,Claude Aguttes,10/17/2010
VILLAGE STREET,"$15,000","$12,000","$18,000",Signed Lower Left,"5.38"" x 4.13""",not given,Watercolor / Paper,1,Sotheby's New York,10/07/2010
ST. THOMAS,"$17,500","$12,000","$18,000",Signed and Dated,"9.63"" x 13.50""",1852,Watercolor and pencil / Paper,2,Sotheby's New York,10/07/2010
FEMME AU PANIER,"$4,621","$6,470","$7,770",Signed Lower Left,"7.09"" x 4.53""",not given,Watercolor and pencil / Paper,4,"Tajan, Paris",07/27/2010
"The meadow with the grey horse, Eragny","$2,066,500",n/a,n/a,Signed and Dated,"21.30"" x 25.59""",1893,Oil / Canvas,160,Matsart Auctioneers & Appraisers,06/30/2010
L'Église d'Eragny,-not sold-,"$14,890","$22,340",Signed and Dated,"7.91"" x 6.18""",1887,Watercolor and pencil / Paper,102,"Christie's London, King Street",06/24/2010
"Les carrières du Chou, Pontoise","$1,351,690","$886,500","$1,329,750",Signed and Dated,"21.34"" x 25.87""",1882,Oil / Canvas,18,"Christie's London, King Street",06/23/2010
"VUE DE BAZINCOURT, BROULLARD","$196,880","$118,200","$177,300",Signed on Reverse,"13.19"" x 16.30""",c. 1894,Oil / Canvas,171,"Sotheby's London, New Bond Street",06/23/2010
LE FOND DE SAINT-ANTOINE À PONTOISE,-not sold-,"$177,300","$265,950",Signed Lower Right,"15.04"" x 18.31""",c. 1873,Oil / Canvas,175,"Sotheby's London, New Bond Street",06/23/2010
FEMME VIDANT UNE BROUETTE,"$356,450","$177,300","$265,950",Signed Lower Left,"9.76"" x 8.94""",c. 1880,Gouache  and Pencil / Paper on board,262,"Sotheby's London, New Bond Street",06/23/2010
LE PONT DE CHEMIN DE FER À PONTOISE,-not sold-,"$118,200","$177,300",Signed Lower Left,"12.20"" x 23.94""",c. 1882-83,Watercolor and gouache / Silk,267,"Sotheby's London, New Bond Street",06/23/2010
Chevaux attelés,-not sold-,"$4,449","$7,420",Signed and Dated,"10.24"" x 16.54""",1860,Pencil / Paper,20,Bonhams Bond Street,06/22/2010
"FERME À MONTFOUCAULT, NEIGE","$1,141,030","$1,038,310","$1,483,300",Signed and Dated,"21.26"" x 25.59""",1874,Oil / Canvas,36,"Sotheby's London, New Bond Street",06/22/2010
"Jardin potager à l'Ermitage, Pontoise","$1,150,760","$1,106,500",n/a,Signed,"21.26"" x 25.59""",1879,Oil / Canvas,123,Galerie Kornfeld and Cie,06/17/2010-06/18/2010
"Pommiers en fleurs, Eragny","$920,610","$796,680",n/a,Signed,"18.27"" x 21.85""",1888,Oil / Canvas,124,Galerie Kornfeld and Cie,06/17/2010-06/18/2010
Pommier à Eragny,"$26,560","$26,560",n/a,Signed,"6.77"" x 9.92""",1888,Watercolor and pencil / Paper,125,Galerie Kornfeld and Cie,06/17/2010-06/18/2010
Deux femmes assises dans la campagne,-not sold-,"$18,160","$21,790",Signed Monogram,"9.45"" x 7.28""",not given,Mixed Media  Charcoal and white chalk highlights / Paper,12,Claude Aguttes,06/14/2010
"Eventail, les maraîchères",-not sold-,"$60,540","$84,750",Signed Initials,"9.45"" x 14.65""",not given,"Mixed Media  watercolor, pen, ink and gouache / Paper",21,Christie's Paris,06/14/2010
Environs de Rouen,"$47,700","$24,210","$36,320",Signed and Dated,"8.58"" x 10.55""",1883,Oil / Card,47,Christie's Paris,06/14/2010
Les environs de Rouen,"$172,650","$72,640","$96,860",Signed and Dated,"10.63"" x 13.70""",1883,Oil / Card,48,Christie's Paris,06/14/2010
Des femmes en travaillant,-not sold-,"$9,900","$12,380",Signed Monogram,"8.58"" x 6.57""",not given,Mixed Media / Paper,263,Uppsala Auktionskammare,06/08/2010-06/11/2010
LE MARCHE,"$29,340","$24,600","$36,900",Signed Monogram,"5.28"" x 8.27""",not given,Watercolor and ink / Paper,87,Artcurial,06/01/2010
Untitled,-not sold-,"$5,000","$7,000",Signed Initials,"7.50"" x 5.50""",c.1890,Pencil / Paper,303,Los Angeles Modern Auctions (LAMA),05/23/2010
VILLAGE EN BORD DE RIVIÈRE,"$25,630","$25,500","$31,880",Signed Initials,"11.02"" x 18.50""",not given,Watercolor / Paper,40,Eric Pillon Encheres,05/09/2010
"FEMME ET ENFANT SUR UN CHEMIN, HIVER","$386,500","$350,000","$450,000",Signed Lower Right,"16.75"" x 24.13""",c.1869-70,Oil / Canvas,182,Sotheby's New York,05/06/2010
LE JARDIN D'OCTAVE MIRBEAU À DAMPS (EURE),"$2,658,500","$1,200,000","$1,800,000",Signed and Dated,"25.75"" x 21.50""",1892,Oil / Canvas,1,Sotheby's New York,05/05/2010
Deux laveuses,"$6,250","$7,000","$9,000",Signed Initials,"7.63"" x 7.75""",not given,Watercolor and gouache  and pencil / Paper,208,"Christie's New York, Rockefeller Center",05/05/2010
"Groupe de personnages au marché, Gisors","$22,500","$20,000","$30,000",Signed Initials,"8.00"" x 6.50""",c.1891,Watercolor and ink  and pencil / Paper,212,"Christie's New York, Rockefeller Center",05/05/2010
Rouen sous la pluie,"$60,000","$30,000","$40,000",Inscribed and Signed,"9.00"" x 11.50""",1883,Watercolor  and charcoal / Paper,215,"Christie's New York, Rockefeller Center",05/05/2010
